,title,price,link
570,ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ1020T Laptop,"₹21,890",/asus-pentium-quad-core-4-gb-1-tb-hdd-windows-10-home-x543ma-gq1020t-laptop/p/itmc21cd172b84ea?pid=COMFSKF9DHVPZCYZ&lid=LSTCOMFSKF9DHVPZCYZNBE0MA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_571&otracker=search&fm=organic&iid=en_JTEKquH6lc8hr2dzdHmMXDaPWWd9RX%2BmgojBohPC3NNNPDQYMXu2PpTL4pfbIurWx2wDpycj5vdRZ8GouKDeXw%3D%3D&ppt=None&ppn=None&ssid=q3pt5ko8ps0000001665210942970&qH=c06ea84a1e3dc3c6
571,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,"₹28,399",/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itmec2f587ddbf77?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6AEG0YB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_572&otracker=search&fm=organic&iid=en_JTEKquH6lc8hr2dzdHmMXDaPWWd9RX%2BmgojBohPC3NNaYM3l9Q6id%2BrOtkDa9Uo4oRlfUrtQxkysNV15o1HEaw%3D%3D&ppt=None&ppn=None&ssid=q3pt5ko8ps0000001665210942970&qH=c06ea84a1e3dc3c6
572,Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,"₹38,890",/lenovo-core-i3-11th-gen-4-gb-256-gb-ssd-windows-10-home-v15-itl-g2-thin-light-laptop/p/itm2ade9bee0cf74?pid=COMG6VRP72S2JASD&lid=LSTCOMG6VRP72S2JASDEEGRHK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_573&otracker=search&fm=organic&iid=cd718406-7efe-4b25-8093-0410d0955be1.COMG6VRP72S2JASD.SEARCH&ppt=None&ppn=None&ssid=q3pt5ko8ps0000001665210942970&qH=c06ea84a1e3dc3c6
573,Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light...,"₹58,890",/lenovo-thinkbook-13s-core-i5-11th-gen-8-gb-1-tb-ssd-windows-10-home-tb13s-itl-2-thin-light-laptop/p/itmae4b87a82743a?pid=COMG6YZZR8X6CRFY&lid=LSTCOMG6YZZR8X6CRFYKHQBPT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_574&otracker=search&fm=organic&iid=cd718406-7efe-4b25-8093-0410d0955be1.COMG6YZZR8X6CRFY.SEARCH&ppt=None&ppn=None&ssid=q3pt5ko8ps0000001665210942970&qH=c06ea84a1e3dc3c6
574,Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,"₹38,890",/infinix-inbook-x1-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-xl11-thin-light-laptop/p/itmc0d863c6467ac?pid=COMG8Z3HTKUGH3AQ&lid=LSTCOMG8Z3HTKUGH3AQSK1GJN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_575&otracker=search&fm=organic&iid=cd718406-7efe-4b25-8093-0410d0955be1.COMG8Z3HTKUGH3AQ.SEARCH&ppt=None&ppn=None&ssid=q3pt5ko8ps0000001665210942970&qH=c06ea84a1e3dc3c6
575,HP Victus Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 1...,"₹92,000",/hp-victus-core-i7-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fa0351tx-gaming-laptop/p/itm27f97c0b078ee?pid=COMGGYEBKK5K4UFG&lid=LSTCOMGGYEBKK5K4UFGAK2WE0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_576&otracker=search&fm=organic&iid=cd718406-7efe-4b25-8093-0410d0955be1.COMGGYEBKK5K4UFG.SEARCH&ppt=None&ppn=None&ssid=q3pt5ko8ps0000001665210942970&qH=c06ea84a1e3dc3c6
576,acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,"₹21,890",/acer-aspire-3-dual-core-3020e-4-gb-256-gb-ssd-windows-11-home-a314-22-laptop/p/itm07e718a865608?pid=COMGBNUMF8CDJZFH&lid=LSTCOMGBNUMF8CDJZFHVNFSHE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_577&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHwAUdWhFC4kXkqe58t4az8DFXuZ9FCqywavLb%2B8qN9sag%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
577,ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X415JA-BV302WS Thin and Light Laptop,"₹26,890",/asus-core-i3-10th-gen-8-gb-1-tb-hdd-windows-11-home-x415ja-bv302ws-thin-light-laptop/p/itmfcf79816824c3?pid=COMGGH43MGBT7ZZX&lid=LSTCOMGGH43MGBT7ZZXUKP4EJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_578&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHzCnbB5m6NU7nDESKD0Pl5J5FNkr3lG2BFdWCjTDJnmFw%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
578,acer Aspire 3 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,"₹35,890",/acer-aspire-3-ryzen-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-a315-23-laptop/p/itmb8fe582c41a06?pid=COMGBF6ZPSEYQ4Z3&lid=LSTCOMGBF6ZPSEYQ4Z3MNH5UJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_579&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGBF6ZPSEYQ4Z3.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
579,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,"₹1,59,890",/asus-rog-zephyrus-g15-2022-90whr-battery-ryzen-7-octa-core-6800hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-240-hz-ga503rm-ln143ws-gaming-laptop/p/itm2669909dde358?pid=COMGFWCYTFZZGFSP&lid=LSTCOMGFWCYTFZZGFSP9HLA1Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_580&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGFWCYTFZZGFSP.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
580,ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop,"₹21,890",/asus-pentium-quad-core-4-gb-1-tb-hdd-windows-10-home-x543ma-dm101t-laptop/p/itm5d3b4646a6abb?pid=COMFUXREZ5ADCVK6&lid=LSTCOMFUXREZ5ADCVK67XCLSO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_581&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHwDrnHCuWtpLGVwfLimpxt3K4uoBJBHkAZxHe2KE41kpQ%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
581,RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,"₹27,890",/redmibook-15-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-thin-light-laptop/p/itm302328cdf5e24?pid=COMG4Z35GKZTRDSF&lid=LSTCOMG4Z35GKZTRDSFFNBHAW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_582&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHyfFfcKlWZa9kmelOxui4LF1D9TlixmxDbp9OrVbmz%2BCQ%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
582,ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹1,89,890",/asus-rog-flow-z13-2022-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-60-hz-gz301ze-lc192ws-gaming-laptop/p/itmcec668f1cb045?pid=COMGFYQZ2BWGNDRK&lid=LSTCOMGFYQZ2BWGNDRKW7COZE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_583&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGFYQZ2BWGNDRK.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
583,ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chrom...,"₹18,890",/asus-chromebook-flip-touch-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c214ma-bu0452/p/itm4f5fb15c2377b?pid=COMG49CZ5FFAFQBS&lid=LSTCOMG49CZ5FFAFQBSE4AXAG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_584&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMG49CZ5FFAFQBS.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
584,ASUS Zenbook 14X (2022) Space Edition Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN...,"₹1,34,890",/asus-zenbook-14x-2022-space-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-ux5401zas-kn711ws-thin-light-laptop/p/itm5ff6cd13c140c?pid=COMGDGNF2MQRPDCQ&lid=LSTCOMGDGNF2MQRPDCQTCSA3F&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_585&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGDGNF2MQRPDCQ.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
585,HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) EG2039TU Thin and Light Laptop,"₹92,800",/hp-pavilion-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-eg2039tu-thin-light-laptop/p/itm3dd05733f5d96?pid=COMGDTTDMGMYVNBK&lid=LSTCOMGDTTDMGMYVNBK3O1ZMR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_586&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGDTTDMGMYVNBK.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
586,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹48,890",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_587&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHwCZFKEHqLQ%2B%2FojKMX1XfrEck3d4PEFBpcJrBfGKQ27lA%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
587,ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ1020T Laptop,"₹21,890",/asus-pentium-quad-core-4-gb-1-tb-hdd-windows-10-home-x543ma-gq1020t-laptop/p/itmc21cd172b84ea?pid=COMFSKF9DHVPZCYZ&lid=LSTCOMFSKF9DHVPZCYZNBE0MA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_588&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHwSv6rjxtx40FHkSsmMyAbnx2wDpycj5vdRZ8GouKDeXw%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
588,ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6...,"₹1,81,890",/asus-rog-zephyrus-m16-2022-90whr-battery-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-intel-integrated-uhd-630-165-hz-gu603zm-k8034ws-gaming-laptop/p/itm0ce1dcdf273f8?pid=COMGGJZFU6AUM97H&lid=LSTCOMGGJZFU6AUM97HR3K53W&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_589&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGGJZFU6AUM97H.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
589,Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Ideapad 3 15IML05 T...,"₹40,100",/lenovo-ideapad-slim-3i-2021-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-3-15iml05-thin-light-laptop/p/itm736c77c8d2ad1?pid=COMG54ZH8A3KHCQP&lid=LSTCOMG54ZH8A3KHCQPBGSKIZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_590&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMG54ZH8A3KHCQP.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
590,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,"₹28,399",/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itmec2f587ddbf77?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6AEG0YB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_591&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHziLKYnTkWKjL8%2FIwU5HuucoRlfUrtQxkysNV15o1HEaw%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
591,MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeo...,"₹49,890",/msi-bravo-15-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_592&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHw6kpV4CBQvPvtmWsa19QWAXMuYJnKnl%2F%2FFpdbROPqHow%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
592,DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Thin and Light Laptop,"₹95,890",/dell-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-inspiron-5320-thin-light-laptop/p/itme18d129357bd3?pid=COMGFPGX9VCUGKYQ&lid=LSTCOMGFPGX9VCUGKYQOD3BO9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_593&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGFPGX9VCUGKYQ.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
593,ASUS Zenbook Pro 14 Duo OLED (2022) Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 G...,"₹1,89,890",/asus-zenbook-pro-14-duo-oled-2022-touch-panel-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-intel-integrated-iris-xe-ux8402ze-m711ws-creator-laptop/p/itm2d41aba790e12?pid=COMGGBGRHDX4EHF8&lid=LSTCOMGGBGRHDX4EHF8VTNP4O&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_594&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGGBGRHDX4EHF8.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
594,ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/2 GB Graphic...,"₹1,36,890",/asus-zenbook-duo-14-2021-touch-panel-core-i7-11th-gen-16-gb-1-tb-ssd-windows-11-home-2-gb-graphics-ux482egr-ka711ws-thin-light-laptop/p/itm8e160bcf1f3fb?pid=COMGBF3SRH8GACGC&lid=LSTCOMGBF3SRH8GACGCXG9M12&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_595&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGBF3SRH8GACGC.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
595,ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home...,"₹2,61,890",/asus-rog-flow-x16-2022-90whr-battery-ryzen-9-octa-core-6900hs-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-gv601rw-m5045ws-2-1-gaming-laptop/p/itma2ec6518ecb8b?pid=COMGFWCYNPEE6NZ3&lid=LSTCOMGFWCYNPEE6NZ3PSLWGP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_596&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGFWCYNPEE6NZ3.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
596,Lenovo IdeaPad 1 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 11IGL05 Thin and Light Laptop,"₹21,890",/lenovo-ideapad-1-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-11igl05-thin-light-laptop/p/itm56e1f06112b0d?pid=COMGCFNZASDRTZAU&lid=LSTCOMGCFNZASDRTZAURTHFHX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_597&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHwHwmgyeE2nF0oe6ubhOH42m%2Bw2l8T228adkmGa2Lnv1A%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
597,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Grap...,"₹67,890",/asus-vivobook-pro-15-oled-ryzen-7-octa-core-amd-r7-4800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-m6500ih-l1701ws-creator-laptop/p/itm54b817c900023?pid=COMGG3S9HBQRYGX8&lid=LSTCOMGG3S9HBQRYGX8NCNHND&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_598&otracker=search&fm=organic&iid=en_hnJRQFhcZ197KCelFO4unZP7dYw49Y3lf%2BpytqyOxHzl2VRpaSQPa%2Bloz6nTTPFumNDpibl1F9i8V1aFZzDLqQ%3D%3D&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
598,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,"₹1,33,890",/asus-rog-strix-g15-2022-90whr-battery-ryzen-7-octa-core-amd-r7-6800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-g513rm-hq271ws-gaming-laptop/p/itm02b7640ef5b92?pid=COMGDQHJGJXPQYY9&lid=LSTCOMGDQHJGJXPQYY9KZ669I&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_599&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGDQHJGJXPQYY9.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
599,ASUS ROG Zephyrus Duo 16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB/2 TB SSD/Windows 1...,"₹2,49,890",/asus-rog-zephyrus-duo-16-2022-90whr-battery-ryzen-7-octa-core-6800h-32-gb-2-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-gx650rm-ls019ws-gaming-laptop/p/itm4d5b99340fe2a?pid=COMGFWCYBAKJCQ9D&lid=LSTCOMGFWCYBAKJCQ9DSMWYX4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_600&otracker=search&fm=organic&iid=b328dd2a-99ce-4c42-b427-624fd94194bc.COMGFWCYBAKJCQ9D.SEARCH&ppt=None&ppn=None&ssid=17pzyp801c0000001665210944236&qH=c06ea84a1e3dc3c6
600,ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light La...,"₹47,948",/asus-vivobook-15-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itm85cfbc3a2e8a7?pid=COMGDRNRY8YB3KEG&lid=LSTCOMGDRNRY8YB3KEGKLPJN1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_601&otracker=search&fm=organic&iid=en_PXxbQinvUkq3JlTYMsPM3yd8AZejbE1OSj29Z0iwE5zkskKdwkGOnNjOzWR%2FEfwjSmJU09tuszBYJjTtnaFzxg%3D%3D&ppt=None&ppn=None&ssid=ltqfzba6i80000001665210945254&qH=c06ea84a1e3dc3c6
601,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 G...,"₹89,878",/asus-tuf-gaming-a15-90whr-battery-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-fa506qm-hn008w-laptop/p/itmcc4c1c0d500ac?pid=COMGGYY3RQKKKVKS&lid=LSTCOMGGYY3RQKKKVKSDEEJ3S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_602&otracker=search&fm=organic&iid=en_PXxbQinvUkq3JlTYMsPM3yd8AZejbE1OSj29Z0iwE5wP1Hs5ZkSqgK9h1AlifqFR880lfiuwTg3F3gMgDtr77Q%3D%3D&ppt=None&ppn=None&ssid=ltqfzba6i80000001665210945254&qH=c06ea84a1e3dc3c6
602,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB303WS Thin...,"₹38,890",/asus-vivobook-ultra-14-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k413ea-eb303ws-thin-light-laptop/p/itmed47dfaab19e0?pid=COMGCXD8CU7RQXEE&lid=LSTCOMGCXD8CU7RQXEE27WDFJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_603&otracker=search&fm=organic&iid=43f80499-7438-4d82-922d-a7667cc8b7e8.COMGCXD8CU7RQXEE.SEARCH&ppt=None&ppn=None&ssid=ltqfzba6i80000001665210945254&qH=c06ea84a1e3dc3c6
603,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"₹40,137",/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm25aac0eab02b6?pid=COMG9NYDCJB3MGFK&lid=LSTCOMG9NYDCJB3MGFKEAI5PO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_604&otracker=search&fm=organic&iid=43f80499-7438-4d82-922d-a7667cc8b7e8.COMG9NYDCJB3MGFK.SEARCH&ppt=None&ppn=None&ssid=ltqfzba6i80000001665210945254&qH=c06ea84a1e3dc3c6
604,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,34,890",/acer-predator-helios-300-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-ph315-54-78cp-ph315-54-gaming-laptop/p/itm8160aa59c1a94?pid=COMG5KXYKZBETMAE&lid=LSTCOMG5KXYKZBETMAEJL5AKC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_605&otracker=search&fm=organic&iid=43f80499-7438-4d82-922d-a7667cc8b7e8.COMG5KXYKZBETMAE.SEARCH&ppt=None&ppn=None&ssid=ltqfzba6i80000001665210945254&qH=c06ea84a1e3dc3c6
605,acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹99,890",/acer-nitro-5-ryzen-hexa-core-5600h-16-gb-1-tb-hdd-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-an515-45-gaming-laptop/p/itm7577f804b8f25?pid=COMGEZZTYFKAHCZX&lid=LSTCOMGEZZTYFKAHCZX3ZAKUR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_606&otracker=search&fm=organic&iid=43f80499-7438-4d82-922d-a7667cc8b7e8.COMGEZZTYFKAHCZX.SEARCH&ppt=None&ppn=None&ssid=ltqfzba6i80000001665210945254&qH=c06ea84a1e3dc3c6
